name,description,category,base_url,organization,organization_contact
Retail Reports by City in Colorado,"Number of returns, gross sales, retail sales, state net taxable sales, retailers, and state sales tax summarized monthly by city from the Colorado Department of Revenue.","['bic', 'business', 'covid19', 'gocodecolorado', 'dor', 'cdor', 'department of revenue', 'revenue', 'retail', 'reports', 'gross', 'net', 'tax', 'sales', 'taxable', 'returns', 'number', 'state', 'city', 'cities']",https://data.colorado.gov/resource/2yhn-3dbj.json,,Colorado Information Marketplace
Retail Reports by Industry in Colorado,"Monthly reports per industry in Colorado on sales, taxes revenues, retailers, and returns from the Colorado Department of Revenue.","['bic', 'business', 'gocodecolorado', 'retail', 'industry', 'industries', 'sales', 'tax', 'taxes', 'reports', 'dor', 'cdor', 'gross', 'gross sales', 'net tax', 'taxable', 'taxable sales']",https://data.colorado.gov/resource/6kn4-89kh.json,,Colorado Information Marketplace
Fort Collins Water Rate History (with use reduction),"History of water rates in Fort Collins. This includes a breakdown of each change and where the rate change is applied, where applicable.
 
 These data are for the case of estimated reduction in use for the 2003 rate change. For a breakdown without usage reduction, see https://opendata.fcgov.com/d/jyyq-ub9w.","['utilities', 'ordinance', 'rate change', 'historical']",https://data.colorado.gov/resource/ccfx-fb99.json,,Tim Campbell
Fort Collins Floodwarning Stream Gage Stage & Flow Data,"Automated readings from the city-wide flood warning system, which is made up in part of stream-flow gages throughout the city.  While these data specify flow rates at each gage, extreme care should be taken if using these measurements as flow data; the sensors are not placed ideally for accurate flow measurements and they are not monitored closely enough for this purpose. This is the raw sensor data and analysis would be needed to use for anything but flood monitoring.

The real-time map of these values is located at https://gisweb.fcgov.com/HTML5Viewer/Index.html?viewer=Flood%20Warning","['stream', 'flow', 'sensor', 'measure', 'water']",https://data.colorado.gov/resource/f5as-vvbj.json,,Tim Campbell
Fort Collins Floodwarning Rain Gage Data,"Automated readings from the rain gages throughout the city. These rain gages use 'tipping buckets' to measure rainfall; whenever the 'bucket' tips, the incremental rainfall data are recorded. Because of this measurement system, this dataset is only updated when there are new 'bucket tips'; the system searches for new data several times an hour, but only updates this dataset if there are new records. The data rate is limited, so for heavy rainfall there will be multiple 'bucket tips' in one record.

The real-time map of these values is located at https://gisweb.fcgov.com/HTML5Viewer/Index.html?viewer=Flood%20Warning","['rain', 'gauge', 'sensor', 'measure', 'water']",https://data.colorado.gov/resource/g87z-rviz.json,,Tim Campbell
Personal Consumption Expenditures,State personal consumption expenditures in millions of current dollars (not adjusted for inflation) from 1997.,"['bic', 'gocodecolorado', 'covid19', 'consumer', 'consumption', 'consumers', 'dollars', 'expenditures', 'pce', 'bea', 'economics', 'gdp', 'gross', 'domestic', 'product', 'gross domestic product', 'econ', 'spending', 'industry', 'industries', 'naics']",https://data.colorado.gov/resource/n55r-9hud.json,,Colorado Information Marketplace
GDP by Metropolitan Statistical Area,"Gross Domestic Production (GDP) in millions of 2009 Dollars by industry per Metropolitan Statistical Area (MSA), from 2001 to 2017 in Colorado, as provided by the Bureau of Economic Analysis (BEA).","['bic', 'gocodecolorado', 'covid19', 'gdp', 'colorado', 'msa', 'cities', 'city', 'metropolitan', 'metro', 'municipality', 'production', 'gross', 'domestic', 'economic', 'productivity', 'bea']",https://data.colorado.gov/resource/82s5-cpkk.json,,Colorado Information Marketplace
Charities Solicitation Type by Solicitation in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Non-profit organizations (NPO) communication data of paid solicitations and their description for each solicitation. From the Colorado Department of State (CDOS) Division of Charity.","['bic', 'charitable solicitation', 'solicitation', 'gocodecolorado', 'colorado', 'cdos', 'sos', 'secretary of state', 'charity', 'charities', 'non profit', 'nonprofit', 'non-profit']",https://data.colorado.gov/resource/34aw-ny67.json,,Colorado Information Marketplace
Fort Collins Per Capita Water Use,"Gallons per Capita per Day (GPCD) water use from the City of Fort Collins distribution plant.

These values do not include large contractual water use.","['gpcd', 'daily', 'utilities', 'historical']",https://data.colorado.gov/resource/q2r4-5us3.json,,Tim Campbell
Fort Collins OpenData Asset Timeline - Datatypes,"A breakdown of the datatype of all assets on the OpenData Portal on the specified date. Datatypes consists of all available types on the Portal.

These values represent all assets on the platform, including those that aren't available to the public, either due to sensitive or otherwise protected information or because they're undergoing the process of public release. For a current list of publicly-posted Portal assets, go to the <a href=""https://opendata.fcgov.com/d/hjfc-8qj5"">Published Asset Inventory</a>.","['metrics', 'portal', 'type']",https://data.colorado.gov/resource/m2p7-i4pg.json,,Tim Campbell
Fort Collins OpenData Asset Timeline - Categories,"A breakdown of the category of all assets on the OpenData Portal on the specified date. Categories consist of the City's seven outcome areas and additional important classifications.  These values represent all assets on the platform, including those that aren't available to the public, either due to sensitive or otherwise protected information or because they're undergoing the process of public release. For a current list of publicly-posted Portal assets, go to the <a href=""https://opendata.fcgov.com/d/hjfc-8qj5"">Published Asset Inventory</a>.","['metrics', 'portal', 'outcome area']",https://data.colorado.gov/resource/g95p-dtf8.json,,Tim Campbell
Fort Collins OpenData Asset Timeline - Provenance,"A breakdown of the provenance of all assets on the OpenData Portal on the specified date. Provenance is the source of the asset, either from the City of Fort Collins or the community.  These values represent all assets on the platform, including those that aren't available to the public, either due to sensitive or otherwise protected information or because they're undergoing the process of public release. For a current list of publicly-posted Portal assets, go to the <a href=""https://opendata.fcgov.com/d/hjfc-8qj5"">Published Asset Inventory</a>.","['metrics', 'socrata', 'official', 'community']",https://data.colorado.gov/resource/vp24-ugdi.json,,Tim Campbell
"Regulated Storage Tanks in Colorado, Oil & Public Safety","This dataset includes information about storage tanks registered with the State of Colorado, Department of Labor & Employment, Division of Oil & Public Safety. The data are a combination of information provided by the owner and collected during inspection by the State of Colorado, Department of Labor & Employment, Division of Oil & Public Safety. There is no guarantee the data published are 100% accurate, correct, current or complete.  This dataset does not include tanks that were applied for installation permit but were denied or never installed.  The This information is also publicly accessible at https://socgov18.my.site.com/s/","['gocodecolorado', 'tank', 'underground storage tank', 'aboveground storage tank', 'lpg', 'fuel']",https://data.colorado.gov/resource/qszy-xfii.json,,Mike Kwiecinski
"Regulated Storage Tank Facilities in Colorado, Oil & Public Safety","Data provided by the State of Colorado, Department of Labor & Employment, Division of Oil & Public Safety. There is no guarantee the data published is 100% accurate, correct, current or complete.","['gocodecolorado', 'tanks', 'storage tank', 'underground storage tank', 'aboveground storage tank', 'lpg', 'fuel', 'petroleum', 'facility']",https://data.colorado.gov/resource/iazk-c8xj.json,,Mike Kwiecinski
"Petroleum Releases, Colorado Oil & Public Safety","Underground Storage Tank (UST) system and Aboveground Storage Tank (AST) system petroleum release events, with their associated locations, contacts for remediation, and status in relation to currently being investigated, assessed, remediated, obtaining closure, or closed, dating back to 1986. Data provided by the State of Colorado, Department of Labor & Employment, Division of Oil & Public Safety. There is no guarantee the data published is 100% accurate, correct, current or complete.","['gocodecolorado', 'ops', 'event', 'petroleum', 'release', 'ust', 'ast', 'storage tank', 'lust', 'contamination']",https://data.colorado.gov/resource/iimu-7683.json,,Mike Kwiecinski
Fort Collins West Nile Mosquito Traps,"Identifier and location of mosquito traps used to determine the prevalence of West Nile Virus within Fort Collins.

For more information, visit https://www.fcgov.com/westnile.","['mosquito', 'spray', 'virus', 'vector index']",https://data.colorado.gov/resource/us38-2gbe.json,,Tim Campbell
July 2019 - Active PACFA Facilities,This list contains all currently licensed PACFA facilities.,"['pacfa', 'active facilities', '2019']",https://data.colorado.gov/resource/rvhr-4n2f.json,,Michele
Higher Education Programs in Colorado,"Higher Education Programs in Colorado, from the CDLE and the Workforce Information Database.","['bic', 'education', 'school', 'schools', 'programs', 'gocodecolorado', 'cdle', 'wid', 'workforce', 'university', 'universities', 'higher education', 'learning', 'colorado', 'cu', 'csu', 'state', 'college', 'trade', 'trade schools']",https://data.colorado.gov/resource/jnj7-fw37.json,,Colorado Information Marketplace
Restaurant Inspections in Tri-County Colorado,"Restaruant Inspection data for food service facilities within Adams, Arapahoe, and Douglas counties in Colorado provided by Tri-County Health Department (TCHD).","['bic', 'gocodecolorado', 'restaurants', 'restaurant', 'health', 'tchd', 'tri', 'county', 'tri-county', 'colorado', 'co', 'inspections', 'inspector', 'report', 'public', 'food', 'clean', 'dirty', 'pass', 'fail', 'codes']",https://data.colorado.gov/resource/869n-zj3f.json,,Colorado Information Marketplace
City of Fort Collins Water Demand,"Time series of daily City of Fort Collins treated-water demand, reported in 'millions of gallons per day' (MGD).

Note that this is provisional data unless otherwise specified.","['treated', 'projected', 'actual']",https://data.colorado.gov/resource/ia5t-gxxe.json,,Gudrun Kokoszka
